row_name,uniq_idx,uniq_idx_sum,entro,vec_sum,sim_sum,sim_min,sim_max,is_sampled,uniq_rank,id,lon,lat
TQ3257a,0.73883,36941.28012,10.2388,1.48751,13058.71988,0,1,True,809091,TQ3257a,532250,157250
TQ3257b,0.74355,37177.46838,10.21599,1.45661,12822.53162,0,1,True,780596.5,TQ3257b,532750,157250
TQ3257c,0.74245,37122.56578,10.22136,1.46363,12877.43422,0,1,True,787217,TQ3257c,532750,157750
TQ3257d,0.73897,36948.64882,10.2381,1.48652,13051.35118,0,1,True,808254.5,TQ3257d,532250,157750
TQ3258a,0.73975,36987.30493,10.23442,1.48134,13012.69507,0,1,True,803547.5,TQ3258a,532250,158250
TQ3258b,0.74261,37130.30693,10.2206,1.46263,12869.69307,0,1,True,786319.5,TQ3258b,532750,158250
TQ3258c,0.74179,37089.51792,10.22457,1.4679,12910.48208,0,1,True,791258.5,TQ3258c,532750,158750
TQ3258d,0.73978,36989.22994,10.23423,1.48109,13010.77006,0,1,True,803357.5,TQ3258d,532250,158750
TQ3259a,0.73889,36944.49713,10.2385,1.48707,13055.50287,0,1,True,808736.5,TQ3259a,532250,159250
TQ3259b,0.73982,36991.15871,10.23405,1.48083,13008.84129,0,1,True,803107.5,TQ3259b,532750,159250
TQ3259c,0.73756,36877.77445,10.24482,1.49614,13122.22555,0,1,True,816723.5,TQ3259c,532750,159750
TQ3259d,0.73748,36873.91251,10.24518,1.49667,13126.08749,0,1,True,817186,TQ3259d,532250,159750
TQ3260a,0.7397,36984.90393,10.23464,1.48166,13015.09607,0,1,True,803836.5,TQ3260a,532250,160250
TQ3260b,0.74005,37002.32283,10.23298,1.47935,12997.67717,0,1,True,801721,TQ3260b,532750,160250
TQ3260c,0.74564,37282.18523,10.20562,1.44346,12717.81477,0,1,True,768373,TQ3260c,532750,160750
TQ3260d,0.74503,37251.68248,10.20865,1.44726,12748.31752,0,1,True,771917,TQ3260d,532250,160750
TQ3261a,0.75209,37604.70363,10.17261,1.40485,12395.29637,0,1,True,731228,TQ3261a,532250,161250
TQ3261b,0.75331,37665.55776,10.16618,1.39785,12334.44224,0,1,True,724207.5,TQ3261b,532750,161250
TQ3261c,0.76545,38272.53033,10.09805,1.33224,11727.46967,0,1,True,654946,TQ3261c,532750,161750
TQ3261d,0.76196,38098.05182,10.11844,1.35039,11901.94818,0,1,True,674707,TQ3261d,532250,161750
TQ3262a,0.83155,41577.42297,10.06492,2.29777,8422.57703,0,0.99999,True,297197.5,TQ3262a,532250,162250
TQ3262b,0.84086,42042.90394,10.06466,3.18074,7957.09606,0,0.9945,True,256486,TQ3262b,532750,162250
TQ3262c,0.81448,40723.86745,10.03806,2.17033,9276.13255,0,0.99738,True,378455,TQ3262c,532750,162750
TQ3262d,0.84957,42478.71144,10.29282,2.84562,7521.28856,0,0.99407,True,196087,TQ3262d,532250,162750
TQ3263a,0.8279,41395.10268,10.30238,5.18992,8604.89732,0,0.88966,True,313657.5,TQ3263a,532250,163250
TQ3263b,0.88321,44160.46386,10.05773,3.14982,5839.53614,0,0.99415,True,100744.5,TQ3263b,532750,163250
TQ3263c,0.80762,40381.19096,10.38134,4.14595,9618.80904,0,0.87774,True,415184,TQ3263c,532750,163750
TQ3263d,0.79179,39589.31412,10.44497,4.036,10410.68588,0,0.8878,True,507823,TQ3263d,532250,163750
TQ3264a,0.8834,44169.91974,10.17165,2.32844,5830.08026,0,1,True,100383,TQ3264a,532250,164250
TQ3264b,0.88903,44451.53733,10.04642,2.78381,5548.46267,0,0.96798,True,89010.5,TQ3264b,532750,164250
TQ3264c,0.85431,42715.29026,10.15164,4.12329,7284.70974,0,0.99589,True,180021.5,TQ3264c,532750,164750
TQ3264d,0.81343,40671.74716,10.4702,1.64601,9328.25284,0,0.99446,True,386341.5,TQ3264d,532250,164750
TQ3265a,0.76712,38356.22774,10.39644,2.23647,11643.77226,0,0.99314,True,645576.5,TQ3265a,532250,165250
TQ3265b,0.76348,38173.99478,10.35327,3.26628,11826.00522,0,0.99022,True,665895,TQ3265b,532750,165250
TQ3265c,0.85517,42758.29084,10.0905,2.97375,7241.70916,0,1,True,177278,TQ3265c,532750,165750
TQ3265d,0.798,39900.23942,10.37952,4.2406,10099.76058,0,0.99781,True,475755.5,TQ3265d,532250,165750
TQ3266a,0.82642,41320.93867,10.41534,3.52831,8679.06133,0,0.97172,True,320286,TQ3266a,532250,166250
TQ3266b,0.81416,40707.96639,10.03003,2.18615,9292.03361,0,0.99727,True,382891,TQ3266b,532750,166250
TQ3266c,0.80668,40334.0452,9.99401,1.93155,9665.9548,0,1,True,429844,TQ3266c,532750,166750
TQ3266d,0.77587,38793.53361,10.03257,1.2809,11206.46639,0,1,True,598044,TQ3266d,532250,166750
TQ3267a,0.7705,38525.12774,10.06722,1.30686,11474.87226,0,1,True,627164.5,TQ3267a,532250,167250
TQ3267b,0.79826,39912.9939,9.86094,1.18157,10087.0061,0,1,True,473648,TQ3267b,532750,167250
TQ3267c,0.80004,40001.75359,9.84496,1.1742,9998.24641,0,1,True,464448.5,TQ3267c,532750,167750
TQ3267d,0.76951,38475.56918,10.07339,1.31176,11524.43082,0,1,True,632488.5,TQ3267d,532250,167750
TQ3268a,0.76856,38428.23812,10.07923,1.31648,11571.76188,0,1,True,637804.5,TQ3268a,532250,168250
TQ3268b,0.79792,39896.22281,9.86391,1.18298,10103.77719,0,1,True,476148.5,TQ3268b,532750,168250
TQ3268c,0.7993,39965.21459,9.85159,1.17723,10034.78541,0,1,True,468249,TQ3268c,532750,168750
TQ3268d,0.7762,38810.0592,10.03037,1.27933,11189.9408,0,1,True,596293,TQ3268d,532250,168750
TQ3269a,0.78605,39302.71451,9.96062,1.23414,10697.28549,0,1,True,540098,TQ3269a,532250,169250
TQ3269b,0.7799,38994.98293,10.00515,1.26204,11005.01707,0,1,True,576576,TQ3269b,532750,169250
TQ3269c,0.76467,38233.32865,10.10269,1.33628,11766.67135,0,1,True,659222,TQ3269c,532750,169750
TQ3269d,0.7664,38320.1829,10.09235,1.32738,11679.8171,0,1,True,649701.5,TQ3269d,532250,169750
TQ3270a,0.76416,38207.97928,10.10567,1.3389,11792.02072,0,1,True,662045,TQ3270a,532250,170250
TQ3270b,0.82348,41173.82299,10.12205,2.34631,8826.17701,0,0.99934,True,333979,TQ3270b,532750,170250
TQ3270c,0.78321,39160.39407,9.98163,1.24691,10839.60593,0,1,True,556990.5,TQ3270c,532750,170750
TQ3270d,0.78895,39447.66868,9.93841,1.22134,10552.33132,0,1,True,523628.5,TQ3270d,532250,170750
TQ3271a,0.8018,40089.76134,9.82868,1.16694,9910.23866,0,1,True,455324,TQ3271a,532250,171250
TQ3271b,0.81459,40729.33853,9.69539,1.1158,9270.66147,0,1,True,377925,TQ3271b,532750,171250
TQ3271c,0.77555,38777.26647,10.03473,1.28245,11222.73353,0,1,True,599796.5,TQ3271c,532750,171750
TQ3271d,0.76988,38493.8813,10.07112,1.30994,11506.1187,0,1,True,630597,TQ3271d,532250,171750
TQ3272a,0.75635,37817.26965,10.14986,1.38077,12182.73035,0,1,True,707022.5,TQ3272a,532250,172250
TQ3272b,0.75971,37985.72766,10.13121,1.36236,12014.27234,0,1,True,687523,TQ3272b,532750,172250
TQ3272c,0.7527,37635.14089,10.1694,1.40134,12364.85911,0,1,True,727652.5,TQ3272c,532750,172750
TQ3272d,0.74804,37401.82113,10.19357,1.42882,12598.17887,0,1,True,754629,TQ3272d,532250,172750
TQ3273a,0.7429,37144.84378,10.21918,1.46077,12855.15622,0,1,True,784534,TQ3273a,532250,173250
TQ3273b,0.74714,37357.1238,10.1981,1.43425,12642.8762,0,1,True,759802,TQ3273b,532750,173250
TQ3273c,0.74293,37146.53473,10.21902,1.46055,12853.46527,0,1,True,784366.5,TQ3273c,532750,173750
TQ3273d,0.74096,37047.77114,10.22861,1.47335,12952.22886,0,1,True,796246,TQ3273d,532250,173750
TQ3274a,0.84572,42285.86254,9.13308,1,7714.13746,0,1,True,222073.5,TQ3274a,532250,174250
TQ3274b,0.84572,42285.86254,9.13308,1,7714.13746,0,1,True,222073.5,TQ3274b,532750,174250
TQ3274c,0.84572,42285.86254,9.13308,1,7714.13746,0,1,True,222073.5,TQ3274c,532750,174750
TQ3274d,0.84572,42285.86254,9.13308,1,7714.13746,0,1,True,222073.5,TQ3274d,532250,174750
TQ3275a,0.84572,42285.86254,9.13308,1,7714.13746,0,1,True,222073.5,TQ3275a,532250,175250
TQ3275b,0.84572,42285.86254,9.13308,1,7714.13746,0,1,True,222073.5,TQ3275b,532750,175250
TQ3275c,0.84572,42285.86254,9.13308,1,7714.13746,0,1,True,222073.5,TQ3275c,532750,175750
TQ3275d,0.84572,42285.86254,9.13308,1,7714.13746,0,1,True,222073.5,TQ3275d,532250,175750
TQ3276a,0.84572,42285.86254,9.13308,1,7714.13746,0,1,True,222073.5,TQ3276a,532250,176250
TQ3276b,0.84572,42285.86254,9.13308,1,7714.13746,0,1,True,222073.5,TQ3276b,532750,176250
TQ3276c,0.84572,42285.86254,9.13308,1,7714.13746,0,1,True,222073.5,TQ3276c,532750,176750
TQ3276d,0.84572,42285.86254,9.13308,1,7714.13746,0,1,True,222073.5,TQ3276d,532250,176750
TQ3277a,0.72328,36164.1455,10.30946,1.60514,13835.8545,0,1,True,901585.5,TQ3277a,532250,177250
TQ3277b,0.72211,36105.45032,10.31459,1.61532,13894.54968,0,1,True,908130.5,TQ3277b,532750,177250
TQ3277c,0.72073,36036.40505,10.3206,1.62759,13963.59495,0,1,True,916157.5,TQ3277c,532750,177750
TQ3277d,0.72172,36086.15995,10.31627,1.61871,13913.84005,0,1,True,910373.5,TQ3277d,532250,177750
TQ3278a,0.72025,36012.5251,10.32267,1.63191,13987.4749,0,1,True,922121,TQ3278a,532250,178250
TQ3278b,0.7194,35970.19117,10.32633,1.63967,14029.80883,0,1,True,926853.5,TQ3278b,532750,178250
TQ3278c,0.71814,35907.10456,10.33178,1.6515,14092.89544,0,1,True,933869.5,TQ3278c,532750,178750
TQ3278d,0.71887,35943.45106,10.32864,1.64465,14056.54894,0,1,True,930016,TQ3278d,532250,178750
TQ3279a,0.71757,35878.59247,10.33423,1.65695,14121.40753,0,1,True,936747,TQ3279a,532250,179250
TQ3279b,0.71709,35854.58164,10.3363,1.66159,14145.41836,0,1,True,939244,TQ3279b,532750,179250
TQ3279c,0.71699,35849.32946,10.33675,1.66261,14150.67054,0,1,True,939778,TQ3279c,532750,179750
TQ3279d,0.71652,35826.18832,10.33874,1.66714,14173.81168,0,1,True,942249,TQ3279d,532250,179750
TQ3280a,0.71729,35864.64528,10.33543,1.65964,14135.35472,0,1,True,938251,TQ3280a,532250,180250
TQ3280b,0.71764,35882.08325,10.33393,1.65628,14117.91675,0,1,True,936377,TQ3280b,532750,180250
TQ3280c,0.71901,35950.43447,10.32804,1.64334,14049.56553,0,1,True,929046,TQ3280c,532750,180750
TQ3280d,0.71868,35934.1337,10.32945,1.6464,14065.8663,0,1,True,931028.5,TQ3280d,532250,180750
TQ3281a,0.74044,37022.19068,10.37258,2.60706,12977.80932,0,0.99995,True,799396.5,TQ3281a,532250,181250
TQ3281b,0.77632,38815.96472,10.54534,3.9885,11184.03528,0,0.98277,True,595564,TQ3281b,532750,181250
TQ3281c,0.74353,37176.57114,10.37132,2.57083,12823.42886,0,0.99998,True,780761.5,TQ3281c,532750,181750
TQ3281d,0.83291,41645.65754,10.45329,2.68489,8354.34246,0,0.99905,True,289438,TQ3281d,532250,181750
TQ3282a,0.77211,38605.33936,10.46228,2.59295,11394.66064,0,0.99997,True,618276,TQ3282a,532250,182250
TQ3282b,0.82605,41302.26455,10.46694,4.54596,8697.73545,0,0.87268,True,321967,TQ3282b,532750,182250
TQ3282c,0.78166,39082.78743,10.51516,5.37403,10917.21257,0,0.89255,True,567307.5,TQ3282c,532750,182750
TQ3282d,0.74514,37257.08067,10.35349,2.54882,12742.91933,0,1,True,771313.5,TQ3282d,532250,182750
TQ3283a,0.7491,37455.02711,10.34765,2.54357,12544.97289,0,0.99999,True,748415.5,TQ3283a,532250,183250
TQ3283b,0.7288,36439.96524,10.28503,1.56006,13560.03476,0,1,True,870123.5,TQ3283b,532750,183250
TQ3283c,0.7845,39225.147,10.49125,5.46292,10774.853,0,0.79256,True,548767,TQ3283c,532750,183750
TQ3283d,0.6736,33679.76815,10.49975,2.1755,16320.23185,0,0.99993,True,1089433.5,TQ3283d,532250,183750
TQ3284a,0.67456,33728.11586,10.49898,2.22734,16271.88414,0,0.99962,True,1087395,TQ3284a,532250,184250
TQ3284b,0.69064,34532.18672,10.60099,3.69853,15467.81328,0,0.97366,True,1050297,TQ3284b,532750,184250
TQ3284c,0.72118,36059.02963,10.49273,3.29775,13940.97037,0,0.99943,True,913404.5,TQ3284c,532750,184750
TQ3284d,0.81061,40530.66016,10.49828,4.19339,9469.33984,0,1,True,400273.5,TQ3284d,532250,184750
TQ3285a,0.73583,36791.55172,10.47525,2.41941,13208.44828,0,0.99999,True,827235,TQ3285a,532250,185250
TQ3285b,0.79002,39501.14083,10.50137,4.37977,10498.85917,0,0.8606,True,517288,TQ3285b,532750,185250
TQ3285c,0.82013,41006.50449,10.42499,3.42082,8993.49551,0,0.82695,True,350798,TQ3285c,532750,185750
TQ3285d,0.75476,37738.03737,10.44876,3.39791,12261.96263,0,0.99999,True,715938,TQ3285d,532250,185750
TQ3286a,0.70779,35389.30751,10.46423,2.75267,14610.69249,0,0.98793,True,985913.5,TQ3286a,532250,186250
TQ3286b,0.75965,37982.36896,10.46265,4.26703,12017.63104,0,1,True,687937.5,TQ3286b,532750,186250
TQ3286c,0.73165,36582.59928,10.44426,3.31055,13417.40072,0,0.99963,True,854001,TQ3286c,532750,186750
TQ3286d,0.73273,36636.6477,10.47309,3.14393,13363.3523,0,0.99937,True,846558.5,TQ3286d,532250,186750
TQ3287a,0.79264,39632.00987,10.35317,2.42042,10367.99013,0,1,True,503356.5,TQ3287a,532250,187250
TQ3287b,0.83341,41670.46357,10.32121,3.37019,8329.53643,0,0.91504,True,287404.5,TQ3287b,532750,187250
TQ3287c,0.83094,41547.07083,10.32338,3.39209,8452.92917,0,1,True,299973.5,TQ3287c,532750,187750
TQ3287d,0.8202,41010.01933,10.29663,1.43908,8989.98067,0,1,True,350470,TQ3287d,532250,187750
TQ3288a,0.81796,40898.19402,10.30559,1.45097,9101.80598,0,1,True,361171.5,TQ3288a,532250,188250
TQ3288b,0.79831,39915.65661,10.3497,2.69775,10084.34339,0,0.99662,True,473397,TQ3288b,532750,188250
TQ3288c,0.82163,41081.3891,10.29076,1.4316,8918.6109,0,1,True,343100.5,TQ3288c,532750,188750
TQ3288d,0.81552,40775.94148,10.31508,1.4642,9224.05852,0,1,True,373415.5,TQ3288d,532250,188750
TQ3289a,0.785,39250.20427,10.38327,2.48044,10749.79573,0,1,True,545720,TQ3289a,532250,189250
TQ3289b,0.85812,42905.99278,10.29794,2.45922,7094.00722,0,1,True,167525,TQ3289b,532750,189250
TQ3289c,0.81147,40573.25378,10.33017,1.4867,9426.74622,0,1,True,395962,TQ3289c,532750,189750
TQ3289d,0.85454,42726.9598,10.32902,2.50409,7273.0402,0,1,True,179251.5,TQ3289d,532250,189750
TQ3290a,0.84794,42396.8307,10.34093,2.52496,7603.1693,0,1,True,201655,TQ3290a,532250,190250
TQ3290b,0.8499,42494.97975,10.33322,2.51213,7505.02025,0,0.99999,True,194920.5,TQ3290b,532750,190250
TQ3290c,0.81007,40503.52808,10.41173,3.48422,9496.47192,0,0.99979,True,402915.5,TQ3290c,532750,190750
TQ3290d,0.86845,43422.25433,10.34461,3.53087,6577.74567,0,0.99998,True,133886.5,TQ3290d,532250,190750
TQ3291a,0.82933,41466.3411,10.42574,4.51333,8533.6589,0,0.87347,True,307117,TQ3291a,532250,191250
TQ3291b,0.82184,41092.07958,10.4376,5.50358,8907.92042,0,0.79658,True,342009,TQ3291b,532750,191250
TQ3291c,0.83392,41695.94041,10.37085,2.4727,8304.05959,0,0.99877,True,285161,TQ3291c,532750,191750
TQ3291d,0.80884,40441.75879,10.35079,2.57893,9558.24121,0,1,True,409020.5,TQ3291d,532250,191750
TQ3292a,0.80473,40236.61925,10.36876,2.53915,9763.38075,0,0.99997,True,439975.5,TQ3292a,532250,192250
TQ3292b,0.79579,39789.50525,10.3793,3.4789,10210.49475,0,0.99654,True,487080,TQ3292b,532750,192250
TQ3292c,0.77892,38946.20753,10.53188,4.83598,11053.79247,0,0.87721,True,581879.5,TQ3292c,532750,192750
TQ3292d,0.70464,35231.96347,10.61766,5.22303,14768.03653,0,0.9739,True,1000994,TQ3292d,532250,192750
TQ3293a,0.72344,36172.14825,10.31206,1.63332,13827.85175,0,0.99926,True,900656,TQ3293a,532250,193250
TQ3293b,0.72785,36392.73284,10.33309,2.01006,13607.26716,0,0.99946,True,875518.5,TQ3293b,532750,193250
TQ3293c,0.70503,35251.45021,10.52621,3.37618,14748.54979,0,0.94398,True,999175.5,TQ3293c,532750,193750
TQ3293d,0.75575,37787.48072,10.34221,2.49294,12212.51928,0,0.99978,True,710343.5,TQ3293d,532250,193750
TQ3294a,0.76747,38373.33716,10.31168,2.54624,11626.66284,0,1,True,643719.5,TQ3294a,532250,194250
TQ3294b,0.7686,38429.94726,10.30701,2.53752,11570.05274,0,1,True,637573,TQ3294b,532750,194250
TQ3294c,0.77173,38586.59941,10.29375,2.51382,11413.40059,0,1,True,620361,TQ3294c,532750,194750
TQ3294d,0.77024,38511.94715,10.30013,2.52503,11488.05285,0,1,True,628571,TQ3294d,532250,194750
TQ3295a,0.7733,38664.76178,10.28697,2.50222,11335.23822,0,1,True,611871,TQ3295a,532250,195250
TQ3295b,0.77529,38764.57402,10.27812,2.48763,11235.42598,0,1,True,601146,TQ3295b,532750,195250
TQ3295c,0.77946,38973.16839,10.25896,2.45786,11026.83161,0,1,True,579004,TQ3295c,532750,195750
TQ3295d,0.7766,38830.10661,10.2722,2.47818,11169.89339,0,1,True,594072.5,TQ3295d,532250,195750
TQ3296a,0.78011,39005.53559,10.2559,2.45332,10994.46441,0,1,True,575520,TQ3296a,532250,196250
TQ3296b,0.78426,39212.95124,10.23569,2.42474,10787.04876,0,1,True,551201,TQ3296b,532750,196250
TQ3296c,0.78963,39481.3912,10.20791,2.38893,10518.6088,0,1,True,519287,TQ3296c,532750,196750
TQ3296d,0.78361,39180.40774,10.23893,2.42917,10819.59226,0,1,True,554794,TQ3296d,532250,196750
TQ3297a,0.78622,39310.83164,10.22578,2.41154,10689.16836,0,1,True,539232.5,TQ3297a,532250,197250
TQ3297b,0.79474,39737.05098,10.17953,2.35593,10262.94902,0,1,True,492410.5,TQ3297b,532750,197250
TQ3297c,0.79619,39809.44711,10.17112,2.34677,10190.55289,0,1,True,485056.5,TQ3297c,532750,197750
TQ3297d,0.78676,39338.18101,10.22297,2.40788,10661.81899,0,1,True,536406,TQ3297d,532250,197750
TQ3298a,0.7858,39289.90596,10.22792,2.41435,10710.09404,0,1,True,541501,TQ3298a,532250,198250
TQ3298b,0.79369,39684.51885,10.18552,2.36263,10315.48115,0,1,True,497909.5,TQ3298b,532750,198250
TQ3298c,0.78772,39385.7581,10.21803,2.40155,10614.2419,0,1,True,531259,TQ3298c,532750,198750
TQ3298d,0.78276,39137.76652,10.24314,2.43501,10862.23348,0,1,True,561430.5,TQ3298d,532250,198750
TQ3299a,0.77894,38946.87345,10.26143,2.46156,11053.12655,0,1,True,581762.5,TQ3299a,532250,199250
TQ3299b,0.78196,39098.02889,10.24701,2.44048,10901.97111,0,1,True,565759.5,TQ3299b,532750,199250
TQ3299c,0.77715,38857.25804,10.26972,2.47429,11142.74196,0,1,True,591257.5,TQ3299c,532750,199750
TQ3299d,0.7752,38759.89779,10.27854,2.48831,11240.10221,0,1,True,601661,TQ3299d,532250,199750
TQ3358a,0.76078,38039.06211,10.12518,1.35665,11960.93789,0,1,True,681384,TQ3358a,533250,158250
TQ3358c,0.75707,37853.56284,10.14589,1.37675,12146.43716,0,1,True,702906.5,TQ3358c,533750,158750
TQ3358d,0.7532,37659.96107,10.16677,1.39849,12340.03893,0,1,True,724865,TQ3358d,533250,158750
TQ3359a,0.74641,37320.30554,10.2018,1.43876,12679.69446,0,1,True,763978.5,TQ3359a,533250,159250
TQ3359c,0.742,37100.23343,10.22353,1.46651,12899.76657,0,1,True,789974.5,TQ3359c,533750,159750
TQ3359d,0.74098,37048.79376,10.22851,1.47322,12951.20624,0,1,True,796106.5,TQ3359d,533250,159750
TQ3360a,0.73661,36830.36542,10.24927,1.50268,13169.63458,0,1,True,822487.5,TQ3360a,533250,160250
TQ3360b,0.73726,36862.84117,10.24622,1.49819,13137.15883,0,1,True,818560.5,TQ3360b,533750,160250
TQ3360c,0.73344,36671.83412,10.26398,1.52518,13328.16588,0,1,True,841913.5,TQ3360c,533750,160750
TQ3360d,0.73299,36649.55269,10.26603,1.52843,13350.44731,0,1,True,844827.5,TQ3360d,533250,160750
TQ3361a,0.72994,36497.06991,10.2799,1.55123,13502.93009,0,1,True,863632,TQ3361a,533250,161250
TQ3361b,0.73026,36513.01813,10.27846,1.5488,13486.98187,0,1,True,861787,TQ3361b,533750,161250
TQ3361c,0.72755,36377.64069,10.29061,1.56987,13622.35931,0,1,True,877249,TQ3361c,533750,161750
TQ3361d,0.72731,36365.38052,10.2917,1.57183,13634.61948,0,1,True,878707.5,TQ3361d,533250,161750
TQ3362a,0.72501,36250.42397,10.30188,1.59057,13749.57603,0,1,True,891751,TQ3362a,533250,162250
TQ3362b,0.7252,36259.85344,10.30105,1.589,13740.14656,0,1,True,890740,TQ3362b,533750,162250
TQ3362c,0.7248,36240.01738,10.3028,1.5923,13759.98262,0,1,True,892968,TQ3362c,533750,162750
TQ3362d,0.73621,36810.72302,10.54577,4.11618,13189.27698,0,0.98674,True,824964.5,TQ3362d,533250,162750
TQ3363a,0.78515,39257.60016,10.344,3.55081,10742.39984,0,0.9812,True,544865,TQ3363a,533250,163250
TQ3363b,0.76214,38106.85408,10.49935,4.34017,11893.14592,0,0.92087,True,673607.5,TQ3363b,533750,163250
TQ3363c,0.79725,39862.45116,10.50032,4.48814,10137.54884,0,0.86968,True,479578,TQ3363c,533750,163750
TQ3363d,0.71813,35906.72549,10.51969,3.16736,14093.27451,0,0.99858,True,933928.5,TQ3363d,533250,163750
TQ3364a,0.72419,36209.69701,10.50975,3.15297,13790.30299,0,0.99696,True,896459,TQ3364a,533250,164250
TQ3364b,0.72005,36002.64343,10.50757,3.25051,13997.35657,0,0.99957,True,923240.5,TQ3364b,533750,164250
TQ3364c,0.80852,40426.05346,10.34064,1.50353,9573.94654,0,1,True,410735.5,TQ3364c,533750,164750
TQ3364d,0.78164,39082.01249,10.39592,2.49727,10917.98751,0,1,True,567405.5,TQ3364d,533250,164750
TQ3365a,0.7639,38195.18068,10.4555,2.66637,11804.81932,0,0.99845,True,663541.5,TQ3365a,533250,165250
TQ3365b,0.79777,39888.43411,10.32826,3.34942,10111.56589,0,0.86514,True,476917.5,TQ3365b,533750,165250
TQ3365c,0.80847,40423.62859,10.30943,3.24899,9576.37141,0,0.80482,True,410993.5,TQ3365c,533750,165750
TQ3365d,0.69285,34642.39565,10.57225,3.91918,15357.60435,0,0.98872,True,1044474,TQ3365d,533250,165750
TQ3366a,0.68167,34083.61535,10.50585,2.44149,15916.38465,0,0.99047,True,1071709.5,TQ3366a,533250,166250
TQ3366b,0.71467,35733.33129,10.43516,2.57513,14266.66871,0,0.98957,True,951878,TQ3366b,533750,166250
TQ3366c,0.70243,35121.25172,10.42506,2.13286,14878.74828,0,0.99905,True,1011071,TQ3366c,533750,166750
TQ3366d,0.74238,37119.05433,10.25272,1.47255,12880.94567,0,0.99731,True,787613,TQ3366d,533250,166750
TQ3367a,0.70201,35100.70938,10.54408,3.90127,14899.29062,0,0.98502,True,1012980.5,TQ3367a,533250,167250
TQ3367b,0.77628,38813.93791,10.2848,3.08834,11186.06209,0,0.98559,True,595839.5,TQ3367b,533750,167250
TQ3367c,0.79759,39879.74936,9.86682,1.18435,10120.25064,0,1,True,477837.5,TQ3367c,533750,167750
TQ3367d,0.78605,39302.71451,9.96062,1.23414,10697.28549,0,1,True,540098,TQ3367d,533250,167750
TQ3368a,0.7891,39454.80805,10.23893,3.19433,10545.19195,0,0.98432,True,522793.5,TQ3368a,533250,168250
TQ3368b,0.79261,39630.57116,10.21241,2.37742,10369.42884,0,0.99024,True,503508,TQ3368b,533750,168250
TQ3368c,0.76028,38014.01078,10.12802,1.35932,11985.98922,0,1,True,684314,TQ3368c,533750,168750
TQ3368d,0.75687,37843.5398,10.14699,1.37786,12156.4602,0,1,True,704122,TQ3368d,533250,168750
TQ3369a,0.81274,40637.02453,10.26729,3.40152,9362.97547,0,0.99939,True,389734,TQ3369a,533250,169250
TQ3369b,0.81432,40715.94031,10.25468,3.39806,9284.05969,0,0.99918,True,379203.5,TQ3369b,533750,169250
TQ3369c,0.74395,37197.44397,10.21402,1.45408,12802.55603,0,1,True,778312,TQ3369c,533750,169750
TQ3369d,0.74229,37114.3375,10.22216,1.46469,12885.6625,0,1,True,788222,TQ3369d,533250,169750
TQ3370a,0.73771,36885.54459,10.24408,1.49508,13114.45541,0,1,True,815805.5,TQ3370a,533250,170250
TQ3370b,0.73883,36941.28012,10.2388,1.48751,13058.71988,0,1,True,809091,TQ3370b,533750,170250
TQ3370c,0.73474,36737.16663,10.25796,1.51579,13262.83337,0,1,True,833866,TQ3370c,533750,170750
TQ3370d,0.73399,36699.28484,10.26146,1.52121,13300.71516,0,1,True,838436,TQ3370d,533250,170750
TQ3371a,0.73083,36541.53572,10.27588,1.54447,13458.46428,0,1,True,858645.5,TQ3371a,533250,171250
TQ3371b,0.73138,36568.78461,10.2734,1.54038,13431.21539,0,1,True,855504,TQ3371b,533750,171250
TQ3371c,0.72852,36426.03346,10.28628,1.56223,13573.96654,0,1,True,871730,TQ3371c,533750,171750
TQ3371d,0.72812,36405.79065,10.28809,1.56541,13594.20935,0,1,True,873986,TQ3371d,533250,171750
TQ3372a,0.72675,36337.49303,10.29418,1.57631,13662.50697,0,1,True,881887,TQ3372a,533250,172250
TQ3372b,0.72695,36347.42235,10.2933,1.57471,13652.57765,0,1,True,880675,TQ3372b,533750,172250
TQ3372c,0.72915,36457.68672,10.28344,1.5573,13542.31328,0,1,True,868139,TQ3372c,533750,172750
TQ3372d,0.72902,36450.82975,10.28406,1.55837,13549.17025,0,1,True,868908.5,TQ3372d,533250,172750
TQ3373a,0.73195,36597.49867,10.27079,1.5361,13402.50133,0,1,True,852280.5,TQ3373a,533250,173250
TQ3373b,0.73214,36606.83847,10.26994,1.53471,13393.16153,0,1,True,851125,TQ3373b,533750,173250
TQ3373c,0.73569,36784.39118,10.25357,1.5091,13215.60882,0,1,True,828065.5,TQ3373c,533750,173750
TQ3373d,0.73541,36770.43932,10.25487,1.51107,13229.56068,0,1,True,829813.5,TQ3373d,533250,173750
TQ3374a,0.7396,36980.1194,10.2351,1.4823,13019.8806,0,1,True,804404,TQ3374a,533250,174250
TQ3374b,0.74005,37002.32283,10.23298,1.47935,12997.67717,0,1,True,801721,TQ3374b,533750,174250
TQ3374c,0.74564,37282.18523,10.20562,1.44346,12717.81477,0,1,True,768373,TQ3374c,533750,174750
TQ3374d,0.74487,37243.57658,10.20946,1.44827,12756.42342,0,1,True,772883.5,TQ3374d,533250,174750
TQ3375a,0.75178,37588.9429,10.17426,1.40668,12411.0571,0,1,True,732879.5,TQ3375a,533250,175250
TQ3375b,0.75339,37669.30562,10.16578,1.39742,12330.69438,0,1,True,723756.5,TQ3375b,533750,175250
TQ3375c,0.76575,38287.61413,10.09625,1.3307,11712.38587,0,1,True,653160.5,TQ3375c,533750,175750
