row_name,uniq_idx,uniq_idx_sum,entro,vec_sum,sim_sum,sim_min,sim_max,is_sampled,uniq_rank,id,lon,lat
TQ0579c,0.7264,36320.08469,10.29572,1.57912,13679.91531,0,1,True,883888.5,TQ0579c,505750,179750
TQ0580a,0.72779,36389.56048,10.28954,1.56798,13610.43952,0,1,True,875914,TQ0580a,505250,180250
TQ0580b,0.72653,36326.48357,10.29516,1.57809,13673.51643,0,1,True,883159,TQ0580b,505750,180250
TQ0580c,0.72846,36422.8487,10.28657,1.56273,13577.1513,0,1,True,872068.5,TQ0580c,505750,180750
TQ0580d,0.72992,36496.20793,10.27998,1.55137,13503.79207,0,1,True,863747.5,TQ0580d,505250,180750
TQ0581a,0.7323,36614.96567,10.2692,1.53351,13385.03433,0,1,True,849681.5,TQ0581a,505250,181250
TQ0581b,0.73053,36526.27587,10.27726,1.54678,13473.72413,0,1,True,860283.5,TQ0581b,505750,181250
TQ0581c,0.73303,36651.5875,10.26584,1.52813,13348.4125,0,1,True,844537.5,TQ0581c,505750,181750
TQ0581d,0.73485,36742.38315,10.25747,1.51504,13257.61685,0,1,True,833177,TQ0581d,505250,181750
TQ0582a,0.73802,36900.83287,10.24264,1.49299,13099.16713,0,1,True,813935.5,TQ0582a,505250,182250
TQ0582b,0.73611,36805.30722,10.25162,1.50617,13194.69278,0,1,True,825563.5,TQ0582b,505750,182250
TQ0582c,0.73958,36979.16527,10.23519,1.48243,13020.83473,0,1,True,804539.5,TQ0582c,505750,182750
TQ0582d,0.74217,37108.34612,10.22274,1.46546,12891.65388,0,1,True,788921,TQ0582d,505250,182750
TQ0583a,0.74707,37353.65848,10.19845,1.43467,12646.34152,0,1,True,760165.5,TQ0583a,505250,183250
TQ0583b,0.74356,37178.05029,10.21593,1.45653,12821.94971,0,1,True,780528.5,TQ0583b,505750,183250
TQ0583c,0.74879,37439.48544,10.18973,1.42429,12560.51456,0,1,True,750234.5,TQ0583c,505750,183750
TQ0583d,0.75296,37647.93689,10.16805,1.39987,12352.06311,0,1,True,726210.5,TQ0583d,505250,183750
TQ0584a,0.76146,38072.9565,10.12132,1.35304,11927.0435,0,1,True,677532,TQ0584a,505250,184250
TQ0584b,0.757,37850.2112,10.14626,1.37712,12149.7888,0,1,True,703392,TQ0584b,505750,184250
TQ0584c,0.76903,38451.63796,10.07635,1.31414,11548.36204,0,1,True,635258.5,TQ0584c,505750,184750
TQ0585b,0.77874,38936.89001,10.01319,1.26743,11063.10999,0,1,True,582783.5,TQ0585b,505750,185250
TQ0585c,0.76888,38443.78016,10.07732,1.31492,11556.21984,0,1,True,636099.5,TQ0585c,505750,185750
TQ0586a,0.76157,38078.48196,10.12068,1.35246,11921.51804,0,1,True,676873.5,TQ0586a,505250,186250
TQ0586b,0.75775,37887.67978,10.14213,1.373,12112.32022,0,1,True,698989,TQ0586b,505750,186250
TQ0586c,0.74934,37466.92633,10.18692,1.42102,12533.07367,0,1,True,747001,TQ0586c,505750,186750
TQ0586d,0.7511,37554.75159,10.17783,1.41066,12445.24841,0,1,True,736842.5,TQ0586d,505250,186750
TQ0587a,0.74414,37206.9828,10.21308,1.45287,12793.0172,0,1,True,777161.5,TQ0587a,505250,187250
TQ0587b,0.74307,37153.32714,10.21835,1.45968,12846.67286,0,1,True,783541,TQ0587b,505750,187250
TQ0587c,0.73824,36911.90155,10.24159,1.49148,13088.09845,0,1,True,812610.5,TQ0587c,505750,187750
TQ0587d,0.73895,36947.26297,10.23823,1.4867,13052.73703,0,1,True,808376,TQ0587d,505250,187750
TQ0588a,0.73483,36741.26292,10.25758,1.5152,13258.73708,0,1,True,833284,TQ0588a,505250,188250
TQ0588b,0.73433,36716.58146,10.25986,1.51873,13283.41854,0,1,True,836297,TQ0588b,505750,188250
TQ0588c,0.73107,36553.68326,10.27478,1.54264,13446.31674,0,1,True,857237,TQ0588c,505750,188750
TQ0588d,0.73143,36571.58527,10.27315,1.53996,13428.41473,0,1,True,855198.5,TQ0588d,505250,188750
TQ0589a,0.85741,42870.35422,10.38894,6.48761,7129.64578,0,0.73172,True,169734,TQ0589a,505250,189250
TQ0589b,0.84144,42072.22696,10.38588,5.51108,7927.77304,0,0.85395,True,254047.5,TQ0589b,505750,189250
TQ0589c,0.9055,45274.90553,10.40161,7.58339,4725.09447,0,0.69354,True,62206,TQ0589c,505750,189750
TQ0589d,0.86333,43166.39925,10.41451,3.58175,6833.60075,0,0.99997,True,148784,TQ0589d,505250,189750
TQ0590a,0.88349,44174.53757,10.39104,5.59982,5825.46243,0,0.89951,True,100200,TQ0590a,505250,190250
TQ0590b,0.88806,44402.84528,10.41505,5.60117,5597.15472,0,0.89994,True,90853,TQ0590b,505750,190250
TQ0590c,0.89285,44642.66844,10.39842,6.61328,5357.33156,0,0.82824,True,82334,TQ0590c,505750,190750
TQ0590d,0.89205,44602.44844,10.39837,6.61646,5397.55156,0,0.84096,True,83572,TQ0590d,505250,190750
TQ0591a,0.85486,42743.24772,10.44794,7.58052,7256.75228,0,0.77638,True,178222.5,TQ0591a,505250,191250
TQ0591b,0.89358,44679.07759,10.37358,7.63293,5320.92241,0,0.84895,True,81130.5,TQ0591b,505750,191250
TQ0591c,0.88716,44357.82742,10.50654,8.92989,5642.17258,0,0.78157,True,92651,TQ0591c,505750,191750
TQ0591d,0.83382,41690.83084,10.55844,5.44233,8309.16916,0,0.70609,True,285528,TQ0591d,505250,191750
TQ0592a,0.74047,37023.44819,10.55414,4.35363,12976.55181,0,0.86009,True,799238,TQ0592a,505250,192250
TQ0592b,0.73374,36686.79787,10.55385,5.04475,13313.20213,0,0.88096,True,840027.5,TQ0592b,505750,192250
TQ0674c,0.74461,37230.61779,10.21074,1.4499,12769.38221,0,1,True,774392,TQ0674c,506750,174750
TQ0674d,0.74982,37491.15502,10.18442,1.41814,12508.84498,0,1,True,744263,TQ0674d,506250,174750
TQ0675a,0.75053,37526.5489,10.18076,1.41396,12473.4511,0,1,True,740123.5,TQ0675a,506250,175250
TQ0675b,0.74371,37185.64578,10.21518,1.45557,12814.35422,0,1,True,779675.5,TQ0675b,506750,175250
TQ0675c,0.74326,37163.02895,10.2174,1.45845,12836.97105,0,1,True,782292,TQ0675c,506750,175750
TQ0675d,0.74971,37485.63415,10.18499,1.4188,12514.36585,0,1,True,744868,TQ0675d,506250,175750
TQ0676a,0.74647,37323.65946,10.20147,1.43834,12676.34054,0,1,True,763599,TQ0676a,506250,176250
TQ0676b,0.74141,37070.51514,10.22641,1.47038,12929.48486,0,1,True,793531.5,TQ0676b,506750,176250
TQ0676c,0.73876,36938.07363,10.23911,1.48794,13061.92637,0,1,True,809541,TQ0676c,506750,176750
TQ0676d,0.74245,37122.56578,10.22136,1.46363,12877.43422,0,1,True,787217,TQ0676d,506250,176750
TQ0677a,0.73858,36928.96957,10.23997,1.48917,13071.03043,0,1,True,810535,TQ0677a,506250,177250
TQ0677b,0.73589,36794.59507,10.25262,1.50767,13205.40493,0,1,True,826861,TQ0677b,506750,177250
TQ0677c,0.73311,36655.32945,10.2655,1.52759,13344.67055,0,1,True,844044,TQ0677c,506750,177750
TQ0677d,0.73511,36755.55047,10.25625,1.51317,13244.44953,0,1,True,831614.5,TQ0677d,506250,177750
TQ0678a,0.73232,36615.9457,10.26911,1.53336,13384.0543,0,1,True,849511.5,TQ0678a,506250,178250
TQ0678b,0.7305,36525.08964,10.27737,1.54696,13474.91036,0,1,True,860450.5,TQ0678b,506750,178250
TQ0678c,0.72823,36411.52807,10.28758,1.56451,13588.47193,0,1,True,873369,TQ0678c,506750,178750
TQ0678d,0.72992,36496.20793,10.27998,1.55137,13503.79207,0,1,True,863747.5,TQ0678d,506250,178750
TQ0679a,0.72768,36384.215,10.29002,1.56883,13615.785,0,1,True,876527.5,TQ0679a,506250,179250
TQ0679b,0.72629,36314.6701,10.2962,1.58,13685.3299,0,1,True,884492,TQ0679b,506750,179250
TQ0679c,0.72448,36224.21453,10.30419,1.59494,13775.78547,0,1,True,894810.5,TQ0679c,506750,179750
TQ0679d,0.72561,36280.6027,10.29922,1.58557,13719.3973,0,1,True,888430.5,TQ0679d,506250,179750
TQ0680a,0.72507,36253.26399,10.30163,1.59009,13746.73601,0,1,True,891446,TQ0680a,506250,180250
TQ0680b,0.72418,36208.90313,10.30554,1.59752,13791.09687,0,1,True,896524,TQ0680b,506750,180250
TQ0680c,0.7262,36309.98862,10.29662,1.58076,13690.01138,0,1,True,884992,TQ0680c,506750,180750
TQ0680d,0.72707,36353.53172,10.29275,1.57373,13646.46828,0,1,True,880006.5,TQ0680d,506250,180750
TQ0681a,0.7295,36475.19908,10.28187,1.55459,13524.80092,0,1,True,866102.5,TQ0681a,506250,181250
TQ0681b,0.72846,36423.11367,10.28654,1.56269,13576.88633,0,1,True,872068.5,TQ0681b,506750,181250
TQ0681c,0.73104,36551.85092,10.27494,1.54292,13448.14908,0,1,True,857416,TQ0681c,506750,181750
TQ0681d,0.73233,36616.59962,10.26905,1.53327,13383.40038,0,1,True,849437.5,TQ0681d,506250,181750
TQ0682a,0.7356,36780.10655,10.25397,1.50971,13219.89345,0,1,True,828657.5,TQ0682a,506250,182250
TQ0682b,0.73414,36706.81337,10.26076,1.52013,13293.18663,0,1,True,837466,TQ0682b,506750,182250
TQ0682c,0.73791,36895.56414,10.24314,1.49371,13104.43586,0,1,True,814612.5,TQ0682c,506750,182750
TQ0682d,0.7394,36970.14682,10.23605,1.48363,13029.85318,0,1,True,805669,TQ0682d,506250,182750
TQ0683a,0.74415,37207.58197,10.21302,1.45279,12792.41803,0,1,True,777097,TQ0683a,506250,183250
TQ0683b,0.74265,37132.52971,10.22039,1.46235,12867.47029,0,1,True,786026,TQ0683b,506750,183250
TQ0683c,0.74862,37431.24438,10.19057,1.42528,12568.75562,0,1,True,751231,TQ0683c,506750,183750
TQ0683d,0.75066,37533.11616,10.18008,1.41319,12466.88384,0,1,True,739346.5,TQ0683d,506250,183750
TQ0684a,0.76089,38044.41266,10.12457,1.35608,11955.58734,0,1,True,680728,TQ0684a,506250,184250
TQ0684b,0.75617,37808.65687,10.1508,1.38172,12191.34313,0,1,True,708052,TQ0684b,506750,184250
TQ0684c,0.76397,38198.62782,10.10677,1.33987,11801.37218,0,1,True,663111.5,TQ0684c,506750,184750
TQ0684d,0.77983,38991.66802,10.00561,1.26235,11008.33198,0,1,True,576954,TQ0684d,506250,184750
TQ0685a,0.79843,39921.49471,9.85943,1.18086,10078.50529,0,1,True,472756.5,TQ0685a,506250,185250
TQ0685b,0.77141,38570.49365,10.0615,1.3024,11429.50635,0,1,True,622115.5,TQ0685b,506750,185250
TQ0685c,0.77983,38991.66802,10.00561,1.26235,11008.33198,0,1,True,576954,TQ0685c,506750,185750
TQ0685d,0.82175,41087.32468,9.6062,1.08823,8912.67532,0,1,True,342486,TQ0685d,506250,185750
TQ0686a,0.80099,40049.58745,9.83616,1.17024,9950.41255,0,1,True,459656,TQ0686a,506250,186250
TQ0686b,0.7698,38489.78433,10.07163,1.31035,11510.21567,0,1,True,631020.5,TQ0686b,506750,186250
TQ0686c,0.76157,38078.48196,10.12068,1.35246,11921.51804,0,1,True,676873.5,TQ0686c,506750,186750
TQ0686d,0.7756,38779.96006,10.03438,1.28219,11220.03994,0,1,True,599499,TQ0686d,506250,186750
TQ0687a,0.76,37999.77449,10.12962,1.36085,12000.22551,0,1,True,685907.5,TQ0687a,506250,187250
TQ0687b,0.75462,37731.17426,10.15917,1.3904,12268.82574,0,1,True,716742,TQ0687b,506750,187250
TQ0687c,0.75773,37886.52455,10.14226,1.37313,12113.47545,0,1,True,699104.5,TQ0687c,506750,187750
TQ0687d,0.753,37649.77777,10.16785,1.39966,12350.22223,0,1,True,725975,TQ0687d,506250,187750
TQ0688a,0.75705,37852.44444,10.14601,1.37688,12147.55556,0,1,True,703070,TQ0688a,506250,188250
TQ0688b,0.76955,38477.58821,10.07314,1.31156,11522.41179,0,1,True,632266,TQ0688b,506750,188250
TQ0688c,0.77925,38962.30525,10.00969,1.26507,11037.69475,0,1,True,580079.5,TQ0688c,506750,188750
TQ0688d,0.76065,38032.41182,10.12593,1.35736,11967.58818,0,1,True,682128.5,TQ0688d,506250,188750
TQ0689a,0.76718,38359.19307,10.08765,1.32342,11640.80693,0,1,True,645259,TQ0689a,506250,189250
TQ0689b,0.79311,39655.60042,9.90503,1.20333,10344.39958,0,1,True,500903.5,TQ0689b,506750,189250
TQ0689c,0.90432,45215.89666,9.67658,4.09087,4784.10334,0,0.88837,True,63678.5,TQ0689c,506750,189750
TQ0689d,0.89587,44793.28002,10.35886,15.29382,5206.71998,0,0.59016,True,77589.5,TQ0689d,506250,189750
TQ0690a,0.94087,47043.36436,10.07558,22.62952,2956.63564,0,0.81535,True,18035,TQ0690a,506250,190250
TQ0690b,0.89206,44602.87651,9.97278,7.09611,5397.12349,0,0.82117,True,83558,TQ0690b,506750,190250
TQ0690c,0.84456,42227.82485,10.32834,6.87481,7772.17515,0,1,True,238802,TQ0690c,506750,190750
TQ0690d,0.9311,46554.93199,10.06451,10.31394,3445.06801,0,0.83762,True,25286,TQ0690d,506250,190750
TQ0691a,0.92941,46470.74379,10.1013,9.33922,3529.25621,0,0.88307,True,27927,TQ0691a,506250,191250
TQ0691b,0.89792,44895.98695,10.27937,7.77716,5104.01305,0,0.81303,True,74451,TQ0691b,506750,191250
TQ0691d,0.83521,41760.27845,10.35705,5.26022,8239.72155,0,0.99754,True,279785.5,TQ0691d,506250,191750
TQ0772b,0.73501,36750.25354,10.51651,2.8011,13249.74646,0,1,True,832209,TQ0772b,507750,172250
TQ0772c,0.73474,36736.95805,10.51713,2.80407,13263.04195,0,0.99999,True,833866,TQ0772c,507750,172750
TQ0773b,0.77003,38501.47562,10.52157,3.78048,11498.52438,0,0.97458,True,629760.5,TQ0773b,507750,173250
TQ0773c,0.76007,38003.48057,10.39613,2.79293,11996.51943,0,0.99997,True,685492.5,TQ0773c,507750,173750
TQ0773d,0.76045,38022.65331,10.39967,2.77202,11977.34669,0,0.99999,True,683260,TQ0773d,507250,173750
TQ0774a,0.7047,35234.86965,10.38936,1.80277,14765.13035,0,1,True,1000687,TQ0774a,507250,174250
TQ0774b,0.70447,35223.36726,10.39036,1.8059,14776.63274,0,1,True,1001767.5,TQ0774b,507750,174250
TQ0774c,0.70494,35247.21572,10.3883,1.79944,14752.78428,0,1,True,999623,TQ0774c,507750,174750
TQ0774d,0.7052,35260.16332,10.38718,1.79597,14739.83668,0,1,True,998400,TQ0774d,507250,174750
TQ0775a,0.70573,35286.30576,10.38493,1.78907,14713.69424,0,1,True,995943.5,TQ0775a,507250,175250
TQ0775b,0.70545,35272.2724,10.38614,1.79276,14727.7276,0,1,True,997263.5,TQ0775b,507750,175250
TQ0775c,0.70596,35298.08406,10.38392,1.78599,14701.91594,0,1,True,994869.5,TQ0775c,507750,175750
TQ0775d,0.70627,35313.47137,10.3826,1.78201,14686.52863,0,1,True,993295.5,TQ0775d,507250,175750
TQ0776a,0.70683,35341.46767,10.3802,1.77486,14658.53233,0,1,True,990517.5,TQ0776a,507250,176250
TQ0776b,0.7065,35324.88002,10.38162,1.77908,14675.11998,0,1,True,992153.5,TQ0776b,507750,176250
TQ0776c,0.70705,35352.4589,10.37926,1.77209,14647.5411,0,1,True,989497,TQ0776c,507750,176750
TQ0776d,0.70741,35370.47286,10.37771,1.76759,14629.52714,0,1,True,987755.5,TQ0776d,507250,176750
TQ0777a,0.70801,35400.40643,10.37515,1.76021,14599.59357,0,1,True,984821,TQ0777a,507250,177250
TQ0777b,0.70762,35380.99635,10.37681,1.76498,14619.00365,0,1,True,986733.5,TQ0777b,507750,177250
TQ0777c,0.70821,35410.4772,10.37429,1.75775,14589.5228,0,1,True,983893,TQ0777c,507750,177750
TQ0777d,0.70862,35431.24171,10.37251,1.75274,14568.75829,0,1,True,981892,TQ0777d,507250,177750
TQ0778a,0.70927,35463.25731,10.36978,1.74513,14536.74269,0,1,True,978745.5,TQ0778a,507250,178250
TQ0778b,0.70882,35440.87792,10.37169,1.75043,14559.12208,0,1,True,980931.5,TQ0778b,507750,178250
TQ0778c,0.70944,35472.08491,10.36902,1.74305,14527.91509,0,1,True,977893,TQ0778c,507750,178750
TQ0778d,0.70993,35496.53312,10.36693,1.73735,14503.46688,0,1,True,975500.5,TQ0778d,507250,178750
TQ0779a,0.71061,35530.63414,10.36402,1.72954,14469.36586,0,1,True,972228.5,TQ0779a,507250,179250
TQ0779b,0.71008,35503.95742,10.3663,1.73564,14496.04258,0,1,True,974785,TQ0779b,507750,179250
TQ0779c,0.71073,35536.41123,10.36353,1.72823,14463.58877,0,1,True,971601.5,TQ0779c,507750,179750
TQ0779d,0.71131,35565.57654,10.36104,1.72167,14434.42346,0,1,True,968706,TQ0779d,507250,179750
TQ0780a,0.71203,35601.37561,10.35798,1.71376,14398.62439,0,1,True,965068.5,TQ0780a,507250,180250
TQ0780b,0.71139,35569.52756,10.3607,1.72079,14430.47244,0,1,True,968282,TQ0780b,507750,180250
TQ0780c,0.71206,35603.11224,10.35783,1.71338,14396.88776,0,1,True,964907,TQ0780c,507750,180750
TQ0780d,0.71275,35637.74142,10.35487,1.70587,14362.25858,0,1,True,961492.5,TQ0780d,507250,180750
TQ0781a,0.71349,35674.74565,10.35171,1.69799,14325.25435,0,1,True,957811,TQ0781a,507250,181250
TQ0781b,0.71273,35636.62742,10.35497,1.70611,14363.37258,0,1,True,961597,TQ0781b,507750,181250
TQ0781c,0.71341,35670.28138,10.35209,1.69893,14329.71862,0,1,True,958219.5,TQ0781c,507750,181750
TQ0781d,0.71424,35711.91424,10.34853,1.69021,14288.08576,0,1,True,954086.5,TQ0781d,507250,181750
TQ0782a,0.71498,35748.79269,10.34537,1.68263,14251.20731,0,1,True,950329,TQ0782a,507250,182250
TQ0782b,0.71407,35703.44279,10.34926,1.69197,14296.55721,0,1,True,954869.5,TQ0782b,507750,182250
TQ0782c,0.71472,35735.83444,10.34648,1.68528,14264.16556,0,1,True,951634,TQ0782c,507750,182750
TQ0782d,0.7157,35785.09044,10.34226,1.6753,14214.90956,0,1,True,946511,TQ0782d,507250,182750
TQ0783a,0.7164,35819.95976,10.33927,1.66837,14180.04024,0,1,True,942836,TQ0783a,507250,183250
TQ0783b,0.71534,35767.02633,10.34381,1.67893,14232.97367,0,1,True,948407,TQ0783b,507750,183250
TQ0783c,0.71592,35796.03731,10.34133,1.67311,14203.96269,0,1,True,945302,TQ0783c,507750,183750
TQ0783d,0.71707,35853.50138,10.33639,1.6618,14146.49862,0,1,True,939353.5,TQ0783d,507250,183750
TQ0784a,0.71769,35884.46583,10.33373,1.65582,14115.53417,0,1,True,936119,TQ0784a,507250,184250
TQ0784b,0.71646,35822.80829,10.33903,1.66781,14177.19171,0,1,True,942568,TQ0784b,507750,184250
TQ0784c,0.71693,35846.3822,10.337,1.66318,14153.6178,0,1,True,940105,TQ0784c,507750,184750
TQ0784d,0.71824,35912.03054,10.33135,1.65057,14087.96946,0,1,True,933364,TQ0784d,507250,184750
TQ0785a,0.71871,35935.32987,10.32934,1.64617,14064.67013,0,1,True,930892,TQ0785a,507250,185250
TQ0785b,0.71732,35866.0152,10.33532,1.65937,14133.9848,0,1,True,938116.5,TQ0785b,507750,185250
TQ0785c,0.71763,35881.52368,10.33398,1.65639,14118.47632,0,1,True,936442,TQ0785c,507750,185750
TQ0785d,0.71907,35953.48974,10.32778,1.64278,14046.51026,0,1,True,928755,TQ0785d,507250,185750
TQ0786a,0.71932,35965.82791,10.32671,1.64048,14034.17209,0,1,True,927298.5,TQ0786a,507250,186250
TQ0786b,0.71785,35892.64918,10.33302,1.65425,14107.35082,0,1,True,935309.5,TQ0786b,507750,186250
TQ0786c,0.71797,35898.3426,10.33253,1.65317,14101.6574,0,1,True,934703.5,TQ0786c,507750,186750
TQ0786d,0.71946,35973.16541,10.32608,1.63912,14026.83459,0,1,True,926523.5,TQ0786d,507250,186750
TQ0787a,0.71944,35972.225,10.32616,1.6393,14027.775,0,1,True,926629,TQ0787a,507250,187250
TQ0787b,0.71795,35897.48598,10.33261,1.65333,14102.51402,0,1,True,934810.5,TQ0787b,507750,187250
TQ0787c,0.71785,35892.36558,10.33305,1.65431,14107.63442,0,1,True,935309.5,TQ0787c,507750,187750
TQ0787d,0.71932,35965.98334,10.3267,1.64045,14034.01666,0,1,True,927298.5,TQ0787d,507250,187750
TQ0788a,0.71909,35954.40859,10.3277,1.6426,14045.59141,0,1,True,928645,TQ0788a,507250,188250
TQ0788b,0.71764,35882.2232,10.33392,1.65625,14117.7768,0,1,True,936377,TQ0788b,507750,188250
TQ0788c,0.71739,35869.31279,10.33503,1.65874,14130.68721,0,1,True,937746,TQ0788c,507750,188750
TQ0788d,0.71879,35939.5306,10.32898,1.64538,14060.4694,0,1,True,930447.5,TQ0788d,507250,188750
TQ0789a,0.71842,35920.79851,10.3306,1.64891,14079.20149,0,1,True,932386.5,TQ0789a,507250,189250
TQ0789b,0.71725,35862.3219,10.33563,1.66009,14137.6781,0,1,True,938447,TQ0789b,507750,189250
TQ0789c,0.71823,35911.73993,10.33138,1.65062,14088.26007,0,1,True,933423.5,TQ0789c,507750,189750
TQ0789d,0.71903,35951.65519,10.32794,1.64312,14048.34481,0,1,True,928955.5,TQ0789d,507250,189750
TQ0790a,0.72037,36018.30601,10.32217,1.63086,13981.69399,0,1,True,921506,TQ0790a,507250,190250
TQ0790b,0.71949,35974.26394,10.32598,1.63892,14025.73606,0,1,True,926358,TQ0790b,507750,190250
TQ0790c,0.72079,36039.6307,10.32032,1.62701,13960.3693,0,1,True,915804,TQ0790c,507750,190750
TQ0790d,0.72183,36091.39351,10.31582,1.61779,13908.60649,0,1,True,909705,TQ0790d,507250,190750
TQ0791a,0.72337,36168.49755,10.30908,1.60439,13831.50245,0,1,True,901066,TQ0791a,507250,191250
TQ0791b,0.72215,36107.29328,10.31443,1.61499,13892.70672,0,1,True,907900.5,TQ0791b,507750,191250
TQ0791c,0.72354,36176.86815,10.30835,1.60296,13823.13185,0,1,True,900033.5,TQ0791c,507750,191750
TQ0792b,0.6624,33120.20344,10.50283,2.41003,16879.79656,0,0.99971,True,1109267.5,TQ0792b,507750,192250
TQ0871c,0.75919,37959.3013,10.46349,2.61045,12040.6987,0,0.99997,True,690633.5,TQ0871c,508750,171750
TQ0872a,0.68685,34342.44857,10.46201,1.60714,15657.55143,0,1,True,1059874,TQ0872a,508250,172250
TQ0872b,0.68775,34387.67391,10.45884,1.59776,15612.32609,0,1,True,1057697,TQ0872b,508750,172250
TQ0872c,0.68906,34453.0944,10.45425,1.58459,15546.9056,0,1,True,1054440,TQ0872c,508750,172750
TQ0872d,0.75645,37822.56238,10.46132,2.59467,12177.43762,0,0.99999,True,706448.5,TQ0872d,508250,172750
TQ0873a,0.76077,38038.69108,10.47057,2.5143,11961.30892,0,0.99758,True,681478.5,TQ0873a,508250,173250
TQ0873b,0.76765,38382.28102,10.47605,4.45004,11617.71898,0,0.99963,True,642732.5,TQ0873b,508750,173250
TQ0873c,0.78691,39345.42407,10.29445,2.57328,10654.57593,0,0.99999,True,535572,TQ0873c,508750,173750
TQ0873d,0.7852,39259.84378,10.3014,2.58685,10740.15622,0,0.99995,True,544603.5,TQ0873d,508250,173750
TQ0874a,0.7267,36335.08801,10.29439,1.5767,13664.91199,0,1,True,882169.5,TQ0874a,508250,174250
TQ0874b,0.72858,36429.22949,10.286,1.56173,13570.77051,0,1,True,871350.5,TQ0874b,508750,174250
TQ0874c,0.73045,36522.42619,10.27761,1.54737,13477.57381,0,1,True,860715,TQ0874c,508750,174750
TQ0874d,0.72819,36409.69856,10.28774,1.5648,13590.30144,0,1,True,873600,TQ0874d,508250,174750
TQ0875a,0.72956,36478.01003,10.28161,1.55416,13521.98997,0,1,True,865739,TQ0875a,508250,175250
TQ0875b,0.7322,36610.08087,10.26964,1.53423,13389.91913,0,1,True,850801,TQ0875b,508750,175250
TQ0875c,0.73372,36685.81192,10.2627,1.52316,13314.18808,0,1,True,840153,TQ0875c,508750,175750
TQ0875d,0.73093,36546.37559,10.27544,1.54374,13453.62441,0,1,True,858047,TQ0875d,508250,175750
TQ0876a,0.73349,36674.61319,10.26373,1.52478,13325.38681,0,1,True,841585,TQ0876a,508250,176250
TQ0876b,0.73492,36745.75174,10.25716,1.51456,13254.24826,0,1,True,832688,TQ0876b,508750,176250
TQ0876c,0.73721,36860.30406,10.24646,1.49854,13139.69594,0,1,True,818896.5,TQ0876c,508750,176750
TQ0876d,0.73732,36865.80953,10.24594,1.49778,13134.19047,0,1,True,818166.5,TQ0876d,508250,176750
TQ0877a,0.7421,37105.09314,10.22306,1.46589,12894.90686,0,1,True,789338,TQ0877a,508250,177250
TQ0877b,0.74158,37078.91617,10.2256,1.46928,12921.08383,0,1,True,792519,TQ0877b,508750,177250
TQ0877c,0.74738,37368.99436,10.1969,1.4328,12631.00564,0,1,True,758382,TQ0877c,508750,177750
TQ0877d,0.74839,37419.3739,10.19178,1.42671,12580.6261,0,1,True,752506,TQ0877d,508250,177750
TQ0878a,0.75736,37868.21125,10.14428,1.37514,12131.78875,0,1,True,701240.5,TQ0878a,508250,178250
TQ0878b,0.75519,37759.43577,10.15613,1.38722,12240.56423,0,1,True,713501,TQ0878b,508750,178250
TQ0878c,0.76552,38275.86373,10.09765,1.3319,11724.13627,0,1,True,654474.5,TQ0878c,508750,178750
TQ0878d,0.77297,38648.37145,10.05156,1.29482,11351.62855,0,1,True,613672,TQ0878d,508250,178750
TQ0879a,0.79792,39896.22281,9.86391,1.18298,10103.77719,0,1,True,476148.5,TQ0879a,508250,179250
TQ0879b,0.77154,38577.1374,10.06066,1.30175,11422.8626,0,1,True,621404,TQ0879b,508750,179250
TQ0879c,0.76864,38432.1022,10.07876,1.31609,11567.8978,0,1,True,637309,TQ0879c,508750,179750
TQ0879d,0.79417,39708.57276,9.89621,1.19881,10291.42724,0,1,True,495491,TQ0879d,508250,179750
TQ0880a,0.78707,39353.44395,9.95294,1.22963,10646.55605,0,1,True,534708.5,TQ0880a,508250,180250
TQ0880b,0.77384,38692.07062,10.04591,1.2906,11307.92938,0,1,True,609002,TQ0880b,508750,180250
TQ0880c,0.79895,39947.47687,9.85478,1.1787,10052.52313,0,1,True,470089.5,TQ0880c,508750,180750
TQ0880d,0.80938,40469.21219,9.7531,1.13628,9530.78781,0,1,True,406404.5,TQ0880d,508250,180750
TQ0881a,0.77868,38933.75672,10.01362,1.26772,11066.24328,0,1,True,583070,TQ0881a,508250,181250
TQ0881b,0.77186,38592.80493,10.05867,1.30022,11407.19507,0,1,True,619665,TQ0881b,508750,181250
TQ0881c,0.7611,38055.19576,10.12334,1.35493,11944.80424,0,1,True,679636,TQ0881c,508750,181750
TQ0881d,0.77836,38918.2314,10.01575,1.26917,11081.7686,0,1,True,584786.5,TQ0881d,508250,181750
TQ0882a,0.76306,38153.07249,10.11208,1.34461,11846.92751,0,1,True,668366,TQ0882a,508250,182250
TQ0882b,0.7555,37774.89522,10.15446,1.38549,12225.10478,0,1,True,711732,TQ0882b,508750,182250
TQ0882c,0.74948,37473.90212,10.1862,1.42019,12526.09788,0,1,True,746233,TQ0882c,508750,182750
TQ0882d,0.75748,37873.90001,10.14365,1.37452,12126.09999,0,1,True,700532.5,TQ0882d,508250,182750
TQ0883a,0.75539,37769.71671,10.15502,1.38607,12230.28329,0,1,True,712278,TQ0883a,508250,183250
TQ0883b,0.74731,37365.48872,10.19725,1.43323,12634.51128,0,1,True,758800.5,TQ0883b,508750,183250
TQ0883c,0.74502,37251.05664,10.20872,1.44734,12748.94336,0,1,True,771986.5,TQ0883c,508750,183750
TQ0883d,0.75126,37563.1945,10.17695,1.40967,12436.8055,0,1,True,736003.5,TQ0883d,508250,183750
